Date,Open,High,Low,Close,Adj Close,Volume
2018-01-12,31.719998999999998,32.84,31.610001,32.77,32.487499,3323900
2018-01-16,32.849998,32.970001,32.240002000000004,32.349998,32.071121000000005,1730900
2018-01-17,32.43,32.43,31.860001,31.92,31.644828999999998,1722600
2018-01-18,31.82,31.83,31.309998999999998,31.370001000000002,31.099569,1528300
2018-01-19,31.469998999999998,31.889999,31.309998999999998,31.799999,31.525862,1578800
2018-01-22,32.639998999999996,33.080002,32.080002,32.639998999999996,32.35862,3574600
2018-01-23,32.57,32.740002000000004,32.200001,32.580002,32.299141,1533000
2018-01-24,32.66,32.669998,32.25,32.360001000000004,32.081036,1676900
2018-01-25,32.48,32.540001000000004,32.119999,32.380001,32.100864,1479100
2018-01-26,32.759997999999996,32.880001,32.43,32.830002,32.546986,2086900
2018-01-29,32.790001000000004,32.970001,32.689999,32.84,32.556896,1222800
2018-01-30,32.619999,32.84,32.259997999999996,32.68,32.398277,2213000
2018-01-31,33.880001,37.419998,33.599998,34.130001,33.835777,17964300
2018-02-01,34.099998,34.330002,32.560001,32.75,32.467674,8154900
2018-02-02,32.509997999999996,32.509997999999996,31.540001,31.629998999999998,31.357327,3526000
2018-02-05,31.799999,32.68,31.379998999999998,31.379998999999998,31.109482,4104600
2018-02-06,30.940001000000002,31.530001000000002,30.219998999999998,30.85,30.584053000000004,4431200
2018-02-07,30.73,31.41,30.73,31.18,30.911207,2983500
2018-02-08,31.25,31.370001000000002,29.799999,29.799999,29.543102,3557100
2018-02-09,30.08,30.16,28.48,29.610001,29.354741999999998,3781400
2018-02-12,29.84,30.309998999999998,29.540001,29.950001,29.691810999999998,3225100
2018-02-13,29.74,29.82,29.1,29.17,28.918535,3204200
2018-02-14,29.0,29.879998999999998,28.879998999999998,29.790001,29.533192,2662100
2018-02-15,30.0,30.57,29.74,30.5,30.237070000000003,2289600
2018-02-16,30.43,30.799999,30.25,30.549999,30.286638,2274200
2018-02-20,30.360001,31.17,30.110001,31.030001000000002,30.762501,3287600
2018-02-21,31.15,31.41,30.35,30.379998999999998,30.118103,2391400
2018-02-22,30.5,30.549999,30.040001,30.23,29.969396999999997,1799900
2018-02-23,30.530001000000002,30.879998999999998,30.33,30.870001000000002,30.60388,1350600
2018-02-26,30.92,31.17,30.76,31.120001000000002,30.851725,1222400
2018-02-27,31.040001,31.059998999999998,30.25,30.25,29.989225,2089400
2018-02-28,30.34,30.860001,29.959999,30.32,30.05862,2474100
2018-03-01,30.360001,30.75,29.969998999999998,30.549999,30.286638,2931600
2018-03-02,30.34,30.360001,29.799999,30.059998999999998,29.800860999999998,2394500
2018-03-05,29.93,30.450001,29.83,30.290001,30.028881,2690300
2018-03-06,30.299999,30.379998999999998,30.0,30.040001,29.781036,1965100
2018-03-07,29.780001000000002,29.940001000000002,29.719998999999998,29.83,29.572845,1840300
2018-03-08,29.9,29.91,29.68,29.83,29.572845,958400
2018-03-09,29.98,29.98,29.709999,29.92,29.662069,1708400
2018-03-12,29.98,30.09,29.629998999999998,29.690001000000002,29.434053000000002,1485800
2018-03-13,29.84,31.58,29.790001,31.34,31.069828,4950700
2018-03-14,31.540001,31.610001,30.5,30.75,30.484915,2629200
2018-03-15,30.75,31.07,30.75,31.049999,30.782328000000003,2608200
2018-03-16,31.129998999999998,31.459999,31.01,31.1,30.831898,2376400
2018-03-19,30.99,31.07,30.129998999999998,30.190001000000002,29.929743,3109200
2018-03-20,30.309998999999998,31.34,30.26,30.82,30.554309999999997,3160500
2018-03-21,30.709999,31.190001000000002,30.450001,30.860001,30.593965999999998,2322800
2018-03-22,30.540001,30.57,29.700001,29.799999,29.543102,2410200
2018-03-23,29.82,29.870001000000002,28.790001,28.799999,28.551723,2418300
2018-03-26,29.290001,29.59,28.76,29.4,29.146551000000002,2414400
2018-03-27,29.459999,29.5,28.860001,29.0,28.75,2453200
2018-03-28,28.83,29.01,28.129998999999998,28.85,28.85,2527500
2018-03-29,29.09,29.09,28.629998999999998,28.780001000000002,28.780001000000002,1962700
2018-04-02,28.68,28.799999,27.83,28.059998999999998,28.059998999999998,1780300
2018-04-03,28.26,28.26,27.76,27.92,27.92,1797000
2018-04-04,27.629998999999998,28.35,27.5,28.309998999999998,28.309998999999998,3230700
2018-04-05,28.450001,28.559998999999998,28.07,28.280001000000002,28.280001000000002,988800
2018-04-06,28.09,28.34,27.799999,27.98,27.98,2090400
2018-04-09,28.190001000000002,28.290001,27.49,27.530001000000002,27.530001000000002,2040500
2018-04-10,27.9,28.48,27.870001000000002,28.32,28.32,1445000
2018-04-11,28.1,28.379998999999998,28.049999,28.25,28.25,814600
2018-04-12,28.41,28.52,28.23,28.23,28.23,1658100
2018-04-13,28.42,28.700001,28.07,28.17,28.17,1205900
2018-04-16,28.360001,29.129998999999998,27.98,29.059998999999998,29.059998999999998,1974100
2018-04-17,29.190001000000002,30.040001,29.040001,29.98,29.98,3179700
2018-04-18,30.01,30.959999,29.73,30.27,30.27,3828700
2018-04-19,30.059998999999998,30.889999,30.02,30.33,30.33,2543300
2018-04-20,30.450001,31.780001000000002,30.25,31.540001,31.540001,4606800
2018-04-23,31.52,31.67,30.639999,31.200001,31.200001,2617400
2018-04-24,31.299999,31.49,30.35,30.700001,30.700001,1698700
2018-04-25,30.690001000000002,30.77,30.290001,30.639999,30.639999,993100
2018-04-26,30.75,30.75,30.32,30.42,30.42,1287800
2018-04-27,30.940001000000002,31.370001000000002,30.85,31.280001000000002,31.280001000000002,1865000
2018-04-30,31.280001000000002,31.559998999999998,31.190001000000002,31.450001,31.450001,2053200
2018-05-01,31.35,32.310001,31.35,32.290001000000004,32.290001000000004,3301900
2018-05-02,32.049999,32.049999,29.200001,29.379998999999998,29.379998999999998,8017900
2018-05-03,29.24,29.5,28.17,28.309998999999998,28.309998999999998,5107300
2018-05-04,28.120001000000002,28.889999,27.870001000000002,28.379998999999998,28.379998999999998,3043200
2018-05-07,28.4,28.799999,27.66,28.459999,28.459999,4832300
2018-05-08,28.59,28.82,28.040001,28.379998999999998,28.379998999999998,3520400
2018-05-09,28.68,29.049999,28.07,28.83,28.83,3114300
2018-05-10,28.940001000000002,29.370001000000002,28.700001,29.33,29.33,1483100
2018-05-11,29.75,30.42,29.67,30.17,30.17,3542700
